XMID,DBA,Status,Sales Rep,Portfolio,Date Added,Date Approved,Date Assigned,Date Created,Date Submitted,Date Closed,VIPStatus
8739299330302185,MARIA'S BRIDAL BOUTIQUE,Approved,Anthony Lee,Anthony Lee - Team Brown,6/30/2022 4:18:36 PM,7/1/2022 3:27:38 PM,,6/30/2022 4:18:36 PM,6/30/2022 4:43:58 PM,,
,Club House Gadgets,Received,Tim Reynolds,HRSS - Swoonlight,6/30/2022 4:05:51 PM,,,6/30/2022 4:05:51 PM,6/30/2022 4:08:12 PM,,
8739299330302184,ROYAL AUTO DETAILING,Approved,Andrea DelosSantos,Andrea DelosSantos,6/30/2022 3:59:06 PM,7/1/2022 3:02:24 PM,,6/30/2022 3:59:06 PM,6/30/2022 4:56:43 PM,,
,Pet Hurrah,Received,Tim Reynolds,HRSS - Swoonlight,6/30/2022 3:53:13 PM,,,6/30/2022 3:53:13 PM,6/30/2022 3:55:27 PM,,
8739297575300612,Great Stuff Warehouse,Approved,Ross Church,KickFees API,6/30/2022 3:48:12 PM,7/1/2022 3:10:00 PM,,6/30/2022 3:48:12 PM,6/30/2022 3:48:12 PM,,
,New Best AcuCare,Pending,Daniel Chen,Daniel Chen(Wenli Xiong),6/30/2022 3:47:26 PM,,,6/30/2022 3:47:26 PM,6/30/2022 3:47:26 PM,,
56310000007755,BROOKELAND COUNTRY MART,Approved,James Seale,James Seale,6/30/2022 3:46:59 PM,7/1/2022 11:58:36 AM,,6/30/2022 3:46:59 PM,7/1/2022 10:03:08 AM,,
8739299330302187,QUALITY COMFORT AIR SYSTEMS,Approved,Dave Beck,Dave Beck,6/30/2022 3:35:14 PM,7/1/2022 3:59:12 PM,,6/30/2022 3:35:14 PM,6/30/2022 5:27:44 PM,,
56310000007760,GREENHOUSE KAFE,Approved,Nabeel Abunassar,Nabeel Abunassar,6/30/2022 3:24:04 PM,7/1/2022 2:33:34 PM,,6/30/2022 3:24:04 PM,7/1/2022 9:49:20 AM,,
,Auto Dealership Corner,Received,Tim Reynolds,HRSS - Swoonlight,6/30/2022 3:19:53 PM,,,6/30/2022 3:19:53 PM,6/30/2022 3:49:17 PM,,
554402008939571,JPM Comics & Games,Approved,Eschelon Merchant Services,Eschelon House Accts,6/30/2022 3:13:47 PM,7/1/2022 8:58:59 AM,,6/30/2022 3:13:47 PM,6/30/2022 6:17:14 PM,,
554402000692293,Village of Pleasant Hill Water,Cancelled,Cameron Barnwell,RedLine Data,6/30/2022 3:04:11 PM,7/1/2022 12:18:28 PM,,6/30/2022 3:04:11 PM,7/1/2022 10:38:33 AM,,
,Smartwatch8332751208,Received,Seth Proper,HRSS - MerchantX LLC,6/30/2022 3:03:58 PM,,,6/30/2022 3:03:58 PM,6/30/2022 3:07:18 PM,,
,E-SOCKS,Pending,Braeden Fustos,Braeden Fustos,6/30/2022 3:00:33 PM,,,6/30/2022 3:00:34 PM,6/30/2022 4:19:43 PM,,
,Portabletech8332751208,Received,Seth Proper,HRSS - MerchantX LLC,6/30/2022 2:59:58 PM,,,6/30/2022 2:59:58 PM,6/30/2022 3:02:47 PM,,
554402002223873,GA LINE NUTRITION - NZ0,Approved,Kyma Pay,Kyma Group Inc NZ0,6/30/2022 2:53:47 PM,6/30/2022 5:29:29 PM,,6/30/2022 2:53:48 PM,6/30/2022 3:36:40 PM,,
,Dashcamz8332751208,Received,Seth Proper,HRSS - MerchantX LLC,6/30/2022 2:50:43 PM,,,6/30/2022 2:50:43 PM,6/30/2022 2:58:49 PM,,
56310000007750,HITCHIN POST,Approved,Jim Outman,Jim Outman,6/30/2022 2:47:27 PM,7/1/2022 1:59:39 AM,,6/30/2022 2:47:27 PM,6/30/2022 3:53:49 PM,,
,highendgagetproducts.com,Received,891 5283,8915283,6/30/2022 2:35:38 PM,,,6/30/2022 2:35:38 PM,6/30/2022 4:34:42 PM,,
,Lux Hair Studio,Pending,Alden Cheever,Partner Payment Solutions,6/30/2022 2:33:59 PM,,,6/30/2022 2:33:59 PM,6/30/2022 2:53:54 PM,,
,SY Refresh Spa and Massage,Declined,Aaron Huang,Aaron Huang(Hao Yuan),6/30/2022 2:26:41 PM,,,6/30/2022 2:26:41 PM,6/30/2022 2:26:41 PM,6/30/2022 4:24:15 PM,
554402050039338,MORENOS BOOTS WESTERN WEAR,Approved,Braeden Fustos,Braeden Fustos,6/30/2022 2:26:24 PM,6/30/2022 5:14:49 PM,,6/30/2022 2:26:24 PM,6/30/2022 3:22:20 PM,,
,"PENINSULA ISLAND RESORT & SPA, LLC",Draft,Haynes Banks,Haynes/Banks (AMS),6/30/2022 2:25:18 PM,,,6/30/2022 2:25:18 PM,,,
554402000692236,Walk On's Sports Bistreaux Texarkana,Approved,Jonathan Gabel,350 - Brad Pirrello,6/30/2022 2:22:59 PM,7/1/2022 10:16:33 AM,,6/30/2022 2:22:59 PM,6/30/2022 2:28:42 PM,,
,ALTADENA LOCK & KEY,Pending,Matthew Quesada,Matthew Quesada,6/30/2022 2:17:47 PM,,,6/30/2022 2:17:48 PM,6/30/2022 2:48:13 PM,,
8739298450300891,Jackies Closet,Approved,Julian Lopez,Julian Lopez,6/30/2022 2:10:23 PM,6/30/2022 4:41:11 PM,,6/30/2022 2:10:23 PM,6/30/2022 2:27:08 PM,,
,Wireless World INC - Home Security,Pending,Trace Wendell,"Dharma Payment, LLC",6/30/2022 2:09:25 PM,,,6/30/2022 2:09:25 PM,6/30/2022 2:32:51 PM,,
,Wireless World - Internet/TV service,Pending,Trace Wendell,"Dharma Payment, LLC",6/30/2022 2:08:58 PM,,,6/30/2022 2:08:58 PM,6/30/2022 2:22:12 PM,,
554402000692210,Auto Beauty Center,Approved,Debra   Holt,Enhanced House Accounts,6/30/2022 1:49:57 PM,7/1/2022 9:41:56 AM,,6/30/2022 1:49:57 PM,6/30/2022 1:58:36 PM,,
56310000007753,The Berlin Basket,Approved,Chuck Whitehead,Chuck Whitehead,6/30/2022 1:36:21 PM,7/1/2022 10:23:08 AM,,6/30/2022 1:36:21 PM,6/30/2022 1:39:15 PM,,
,astikaskingummys.com,Declined,891 5339,8915339,6/30/2022 1:34:08 PM,,,6/30/2022 1:34:08 PM,6/30/2022 1:42:37 PM,7/1/2022 1:03:35 PM,
8739298450300892,Shottenkirk Nissan Rome,Approved,John Kinsey,John Kinsey,6/30/2022 1:29:35 PM,7/1/2022 8:51:34 AM,,6/30/2022 1:29:35 PM,6/30/2022 2:25:27 PM,,
8739296960300784,PINK BANANA NAIL & BEAUTY,Approved,Kevin Zhao,ZBS-Kevin,6/30/2022 1:27:49 PM,7/1/2022 7:10:22 AM,,6/30/2022 1:27:49 PM,6/30/2022 5:32:24 PM,,
8739296960300783,CHINA STAR RESTAURANT,Approved,Kevin Zhao,ZBS-Kevin,6/30/2022 1:25:01 PM,7/1/2022 1:14:01 AM,,6/30/2022 1:25:01 PM,6/30/2022 5:32:57 PM,,
8739298450300896,Shottenkirk Hyundai Rome,Approved,John Kinsey,John Kinsey,6/30/2022 1:24:30 PM,7/1/2022 12:24:00 PM,,6/30/2022 1:24:30 PM,6/30/2022 2:26:15 PM,,
8739299330302180,ELITE DIESEL PERFORMANCE,Approved,Al Fortier,Al Fortier,6/30/2022 1:18:33 PM,7/1/2022 1:15:06 PM,,6/30/2022 1:18:33 PM,6/30/2022 5:17:38 PM,,
8739298450300893,Shottenkirik Honda Rome,Approved,John Kinsey,John Kinsey,6/30/2022 1:10:18 PM,7/1/2022 10:48:26 AM,,6/30/2022 1:10:18 PM,6/30/2022 1:56:30 PM,,
,BIG AL'S SNACK BAR,Pending,Michelle Desoto,Michelle DeSoto,6/30/2022 1:08:51 PM,,,6/30/2022 1:08:51 PM,6/30/2022 3:08:04 PM,,
8739296960300785,THE SUSHI PLACE & LOUNGE,Approved,Erick Parra,Erick De La Parra,6/30/2022 12:59:33 PM,7/1/2022 9:58:35 AM,,6/30/2022 12:59:33 PM,6/30/2022 1:54:34 PM,,
8739294150301387,Top Massage,Approved,Miko Liao,Miko Liao(Yuhan Sun),6/30/2022 12:52:06 PM,6/30/2022 2:52:03 PM,,6/30/2022 12:52:06 PM,6/30/2022 12:52:06 PM,,
8739299330302177,JOHANNA LATIN CUISINE LLC,Approved,Anthony Lee,Anthony Lee - Team Brown,6/30/2022 12:49:51 PM,7/1/2022 9:27:15 AM,,6/30/2022 12:49:51 PM,6/30/2022 1:57:22 PM,,
554402000692145,Impact Christian Church,Approved,Natalie Fox,C4F2 Results,6/30/2022 12:49:27 PM,6/30/2022 4:18:52 PM,,6/30/2022 12:49:27 PM,6/30/2022 2:06:14 PM,,
,ASIAN MASSAGE,Declined,Jing Li,Jing Li,6/30/2022 12:42:46 PM,,,6/30/2022 12:42:46 PM,6/30/2022 5:32:37 PM,7/1/2022 12:54:23 PM,
,Family Dental Care Center,Draft,Zak N/A,Apex Payment Solutions,6/30/2022 12:41:57 PM,,,6/30/2022 12:41:57 PM,,,
554402009789330,Ten One Tea House (Fenway),Approved,Leila Li,Leila Li,6/30/2022 12:39:43 PM,6/30/2022 5:05:19 PM,,6/30/2022 12:39:43 PM,6/30/2022 12:39:43 PM,,
8739294150301388,Health Foot Massage,Approved,Romee Liu,Romee Liu,6/30/2022 12:38:38 PM,6/30/2022 6:23:04 PM,,6/30/2022 12:38:38 PM,6/30/2022 12:38:38 PM,,
8739299330302176,GYRO HOUSE GREEK RESTAURANT,Approved,Don Hutter,Don Hutter,6/30/2022 12:34:18 PM,6/30/2022 5:08:22 PM,,6/30/2022 12:34:18 PM,6/30/2022 1:45:00 PM,,
,FAST TIRES 2,Pending,KENNETH  STOLL,kenneth stoll,6/30/2022 12:29:47 PM,,,6/30/2022 12:29:47 PM,6/30/2022 12:43:05 PM,,
554402000692152,OMG FLOWERS,Approved,Glenn Mermer,Glenn Mermer,6/30/2022 12:27:28 PM,6/30/2022 5:03:38 PM,,6/30/2022 12:27:28 PM,6/30/2022 2:45:20 PM,,
8739299330302173,ACCESSORY DEPOT,Approved,Shawn Snodgrass,Shawn Snodgrass,6/30/2022 12:21:00 PM,6/30/2022 3:53:53 PM,,6/30/2022 12:21:00 PM,6/30/2022 1:33:50 PM,,
,UNMASKED,Pending,Ricky Hoffman,Ricky Hoffman - Carbon TM,6/30/2022 12:19:42 PM,,,6/30/2022 12:19:42 PM,6/30/2022 1:23:10 PM,,
554402000692400,Natural Beauty By Tracilla,Approved,Sierra Kedzierski,Sierra Kedzierski,6/30/2022 12:13:17 PM,7/5/2022 7:14:38 AM,,6/30/2022 12:13:17 PM,7/1/2022 3:08:43 PM,,
8739296920300876,BEST WRITING SOLUTION,Approved,Dave Humphrey,Bryte Payment Solutions,6/30/2022 12:13:05 PM,7/1/2022 12:27:01 PM,,6/30/2022 12:13:05 PM,6/30/2022 2:16:50 PM,,
8739299330302175,PEARL DELI & GROCERY-EBT,Approved,Joseph Dellorusso,Joseph Dellorusso,6/30/2022 12:02:39 PM,6/30/2022 4:39:10 PM,,6/30/2022 12:02:39 PM,6/30/2022 12:57:43 PM,,
8739297575300611,Florida Tans Beaumont,Approved,Ross Church,CashBack Corporation,6/30/2022 11:53:55 AM,6/30/2022 12:52:05 PM,,6/30/2022 11:53:55 AM,6/30/2022 11:53:55 AM,,
8739297575300610,Florida Tans Nederland,Approved,Ross Church,CashBack Corporation,6/30/2022 11:53:25 AM,6/30/2022 12:50:58 PM,,6/30/2022 11:53:25 AM,6/30/2022 11:53:25 AM,,
,Royal Yun Wellness Spa,Declined,Mingxi Chen,Mingxi Chen (Rex Sun),6/30/2022 11:49:29 AM,,,6/30/2022 11:49:29 AM,6/30/2022 11:49:29 AM,6/30/2022 5:17:51 PM,
8739299330302174,PEARL DELI & GROCERY,Approved,Joseph Dellorusso,Joseph Dellorusso,6/30/2022 11:49:16 AM,6/30/2022 4:25:26 PM,,6/30/2022 11:49:16 AM,6/30/2022 12:46:41 PM,,
,Welcome Home AZ Magazine,Under Review,Erik Verryden,"VERRYWEST ENTERPRISES, LLC/ERIK VERRYDEN",6/30/2022 11:48:24 AM,,,6/30/2022 11:48:24 AM,6/30/2022 12:00:26 PM,,
8739298455300586,The Nail Studio Station,Approved,Thanh Nguyen,1001000 VNS Inside Sales,6/30/2022 11:44:26 AM,6/30/2022 4:21:59 PM,,6/30/2022 11:44:26 AM,6/30/2022 11:48:12 AM,,
,VONTAII CONSULTANT MANAGMENT LLC,Pending,Kimberly Gardner,Kimberly Gardner,6/30/2022 11:34:40 AM,,,6/30/2022 11:34:40 AM,6/30/2022 12:41:52 PM,,
,GrandDominantProminent,Received,Emily Welling,8915267,6/30/2022 11:33:10 AM,,,6/30/2022 11:33:11 AM,6/30/2022 5:33:34 PM,,
8739299330302190,NOAH'S ARC FISH PARADISE,Approved,Courtney Kathryn,Courtney Kathryn,6/30/2022 11:26:18 AM,7/5/2022 8:38:30 AM,,6/30/2022 11:26:18 AM,6/30/2022 12:32:10 PM,,
,River Country Cooperative,Draft,Unitec DRB New,PPS_WASH_DRB,6/30/2022 11:26:11 AM,,,6/30/2022 11:26:11 AM,6/30/2022 11:26:11 AM,,
,OGUN'S TACTICAL FIREARMS & AMMO LLC,Pending,Jack Portman,Jack Portman,6/30/2022 11:19:10 AM,,,6/30/2022 11:19:10 AM,6/30/2022 12:25:42 PM,,
,QING XIN INC,Under Review,Penghui Miao,Universal General CDP,6/30/2022 11:15:29 AM,,,6/30/2022 11:15:29 AM,6/30/2022 11:15:29 AM,,
,Paradise Spa,Received,Yang Li,Yang Li,6/30/2022 11:13:30 AM,,,6/30/2022 11:13:30 AM,6/30/2022 11:13:30 AM,,
,Unitarian Universalist Metro Atlanta North,Draft,Jennifer Autian,TCA Business Solutions,6/30/2022 11:10:44 AM,,,6/30/2022 11:10:44 AM,,,
554402050039346,JORGES DETAIL GARAGE,Approved,KENNETH  STOLL,kenneth stoll,6/30/2022 11:02:52 AM,6/30/2022 6:03:19 PM,,6/30/2022 11:02:52 AM,6/30/2022 11:58:52 AM,,
554402000692202,Kool Ice seafood,Approved,Suzanne Sales,Suzanne Sales,6/30/2022 11:00:12 AM,7/1/2022 9:36:21 AM,,6/30/2022 11:00:12 AM,6/30/2022 11:32:51 AM,,
,Active Family Wellness Center North,Draft,Brandon James,Savvy Financial,6/30/2022 10:47:24 AM,,,6/30/2022 10:47:24 AM,,,
56310000007746,MISTO BAR & GRILLE,Approved,Ashley Siegel,Ashley Siegel,6/30/2022 10:46:48 AM,6/30/2022 4:12:19 PM,,6/30/2022 10:46:48 AM,6/30/2022 12:11:38 PM,,
56310000007749,UNITED EURO,Approved,Todd Harrison,Todd Harrison,6/30/2022 10:45:57 AM,6/30/2022 5:41:18 PM,,6/30/2022 10:45:57 AM,6/30/2022 11:55:35 AM,,
8739297575300609,Florida Tans Lumberton,Approved,Ross Church,CashBack Corporation,6/30/2022 10:44:19 AM,6/30/2022 12:48:36 PM,,6/30/2022 10:44:19 AM,6/30/2022 10:44:19 AM,,
,Active Family Wellness Center South,Draft,Brandon James,Savvy Financial,6/30/2022 10:42:49 AM,,,6/30/2022 10:42:49 AM,,,
8739299045300042,Leon's Automotive,Approved,Carlos Hernandez,"Integrated Business Technologies, Inc.",6/30/2022 10:30:11 AM,6/30/2022 3:46:21 PM,,6/30/2022 10:30:11 AM,6/30/2022 10:52:40 AM,,
554402000692160,Midwest Barbery,Approved,Josh Dempsey,Enhanced Payment Systems LLC,6/30/2022 10:24:54 AM,6/30/2022 5:29:37 PM,,6/30/2022 10:24:54 AM,6/30/2022 10:25:42 AM,,
,Walk On's Sports Bistreaux Starkville,Received,Jonathan Gabel,350 - Brad Pirrello,6/30/2022 10:23:17 AM,,,6/30/2022 10:23:17 AM,6/30/2022 10:51:31 AM,,
8739299330302171,LONGHORN EXPRESS,Approved,Jeremy Ramsey,Jeremy Ramsey,6/30/2022 10:23:01 AM,6/30/2022 3:35:42 PM,,6/30/2022 10:23:01 AM,6/30/2022 11:44:52 AM,,
,REDLINE GARAGE,Pending,Jeremy Ramsey,Jeremy Ramsey,6/30/2022 10:19:55 AM,,,6/30/2022 10:19:55 AM,6/30/2022 12:03:37 PM,,
8739297330300350,Happy Feet Relaxation Spa,Approved,Yuhan Sun,Yuhan Sun,6/30/2022 10:12:37 AM,6/30/2022 5:16:44 PM,,6/30/2022 10:12:37 AM,6/30/2022 10:12:37 AM,,
56310000007748,TEJAS BURGER JOINT - ONLINE,Approved,Jeremy Worrell,Jeremy Worrell,6/30/2022 9:56:59 AM,6/30/2022 4:57:07 PM,,6/30/2022 9:56:59 AM,6/30/2022 11:24:23 AM,,
,SOUTH CAROLINA LOCKSMITH ASSOCIATION,Draft,Steven Morris,Steven Morris,6/30/2022 9:55:33 AM,,,6/30/2022 9:55:33 AM,,,
554402000692178,Hygge Chiropractic,Approved,Josh Dempsey,Enhanced Payment Systems LLC,6/30/2022 9:53:19 AM,6/30/2022 6:29:58 PM,,6/30/2022 9:53:19 AM,6/30/2022 9:55:14 AM,,
,KEVIN  RHEUMATOLOGY CONSULTANTS,Pending,Carrie  Miller,Carrie Miller,6/30/2022 9:52:22 AM,,,6/30/2022 9:52:22 AM,6/30/2022 2:31:40 PM,,
8739297330300349,7 Day Spa,Approved,Emily Hu,Emily Hu,6/30/2022 9:47:41 AM,6/30/2022 12:47:52 PM,,6/30/2022 9:47:41 AM,6/30/2022 9:47:41 AM,,
,Ripley Boat Club,Received,Steve Sorrell,Steve Sorrell,6/30/2022 9:47:21 AM,,,6/30/2022 9:47:21 AM,6/30/2022 10:27:13 AM,,
56310000007742,THE VINEYARD,Approved,Dakota Palan-Johnson,Dakota Johnson,6/30/2022 9:33:13 AM,6/30/2022 2:24:07 PM,,6/30/2022 9:33:13 AM,6/30/2022 10:56:53 AM,,
518089240798686,Farmers Furniture 276,Approved,Mike Haskett (retention),Farmers Furniture,6/30/2022 9:33:07 AM,6/30/2022 9:36:49 AM,,6/30/2022 9:33:07 AM,6/30/2022 9:34:55 AM,,
554402000692087,Top Tech Auto Center,Approved,Salman Nasir,Salman Nasir,6/30/2022 9:20:10 AM,6/30/2022 12:12:34 PM,,6/30/2022 9:20:10 AM,6/30/2022 9:28:27 AM,,
56310000007747,TEJAS CHOCOLATE & BARBECUE - ONLINE,Approved,Jeremy Worrell,Jeremy Worrell,6/30/2022 9:12:52 AM,6/30/2022 4:54:48 PM,,6/30/2022 9:12:52 AM,6/30/2022 11:20:17 AM,,
554402000692079,GREEN COVE LIQUOR,Approved,Jameel Akel,"Business Solutions of America, LLC",6/29/2022 9:19:36 PM,6/30/2022 11:53:45 AM,,6/29/2022 9:19:36 PM,6/29/2022 9:55:21 PM,,
8739297430301940,Geekery Games,Approved,Melissa  Cordova,Binder POS,6/29/2022 8:43:04 PM,6/30/2022 6:14:57 AM,,6/29/2022 8:43:05 PM,6/29/2022 9:18:53 PM,,
,Echo Massage,Declined,Aaron Huang,Aaron Huang(Hao Yuan),6/29/2022 7:46:13 PM,,,6/29/2022 7:46:13 PM,6/29/2022 7:46:13 PM,6/30/2022 4:19:48 PM,
,cykerskingummys.com,Declined,891 5339,8915339,6/29/2022 7:22:53 PM,,,6/29/2022 7:22:53 PM,6/29/2022 7:28:46 PM,6/30/2022 3:22:48 PM,
,cykerketogummys.com,Declined,891 5339,8915339,6/29/2022 7:10:54 PM,,,6/29/2022 7:10:54 PM,6/29/2022 7:17:31 PM,6/30/2022 3:19:26 PM,
,AZ IPHONE REPAIR SCOTTSDALE,Draft,Andy  Varble,Andy Varble,6/29/2022 6:58:19 PM,,,6/29/2022 6:58:19 PM,,,
554402009789348,Panda Market,Approved,Hikyuu Inc,Hikyuu Inc,6/29/2022 6:19:45 PM,6/30/2022 6:10:18 PM,,6/29/2022 6:19:45 PM,6/29/2022 6:19:45 PM,,
,AZ IPHONE REPAIR PHOENIX,Draft,Andy  Varble,Andy Varble,6/29/2022 6:09:51 PM,,,6/29/2022 6:09:51 PM,,,
56310000007743,BURGERS & BAKERY,Approved,Chris Wingate,Chris Wingate,6/29/2022 5:50:02 PM,6/30/2022 3:17:24 PM,,6/29/2022 5:50:02 PM,6/30/2022 10:25:40 AM,,
56310000007744,THE VINEYARD-PARENT,Approved,Dakota Palan-Johnson,Dakota Johnson,6/29/2022 5:40:50 PM,6/30/2022 3:19:37 PM,,6/29/2022 5:40:50 PM,6/30/2022 10:18:15 AM,,
8739296850302558,Grenada Nissan,Approved,Jeff Berry,Jeff Berry,6/29/2022 5:40:23 PM,7/1/2022 11:12:07 AM,,6/29/2022 5:40:23 PM,6/30/2022 5:05:20 PM,,
,Makro Electronics INC.,Pending,Boarding User,Thomas Aronica - Apollo Bank T1,6/29/2022 5:39:17 PM,,,6/29/2022 5:39:17 PM,6/30/2022 10:34:25 AM,,
,EAR PROFESSIONAL AUDIO VIDEO,Draft,Andy  Varble,Andy Varble,6/29/2022 5:38:07 PM,,,6/29/2022 5:38:07 PM,,,
56310000007767,highendfitnessoffers.com,Approved,891 5283,8915283,6/29/2022 5:29:43 PM,7/5/2022 9:28:28 AM,,6/29/2022 5:29:43 PM,6/30/2022 2:20:22 PM,,
,BIG RED TIRE AND AUTO,Pending,Ricky Hoffman,Ricky Hoffman - Carbon TM,6/29/2022 5:16:07 PM,,,6/29/2022 5:16:07 PM,6/30/2022 10:04:37 AM,,
,NO SHORTS ELECTRIC LLC,Pending,Ricky Hoffman,Ricky Hoffman - Carbon TM,6/29/2022 5:10:25 PM,,,6/29/2022 5:10:25 PM,6/30/2022 9:57:15 AM,,
554402009789322,Lam Fong Chinese Food,Approved,Yao Wu,Yao Wu(Penghui Wei),6/29/2022 5:00:58 PM,6/30/2022 2:46:05 AM,,6/29/2022 5:00:58 PM,6/29/2022 5:00:58 PM,,
,cykermusclegummys.com,Declined,891 5339,8915339,6/29/2022 4:55:40 PM,,,6/29/2022 4:55:40 PM,6/29/2022 5:02:25 PM,6/30/2022 3:18:00 PM,
8739299330302172,DT TIRES,Approved,Grayson Brower,Grayson Brower,6/29/2022 4:50:18 PM,6/30/2022 3:49:45 PM,,6/29/2022 4:50:18 PM,6/30/2022 9:48:11 AM,,
,Premier Glass and Vape,Draft,Jennifer Langston,Banc Card of America,6/29/2022 4:42:45 PM,,,6/29/2022 4:42:45 PM,,,
8739297090300363,Gulfarium Marine Adventure Park Photo,Approved,Jessica Volz,Banc Card of America,6/29/2022 4:40:29 PM,6/30/2022 3:43:10 PM,,6/29/2022 4:40:29 PM,6/29/2022 4:41:52 PM,,
8739294150301384,Navarre Oriental Massage,Approved,Oliver Li,Universal General,6/29/2022 4:39:08 PM,6/30/2022 9:33:59 AM,,6/29/2022 4:39:08 PM,6/29/2022 4:39:08 PM,,
,A.W. PUMA CONSTRUCTION & REMODELING,Pending,Matt Price,Value Trade Media LLC,6/29/2022 4:35:53 PM,,,6/29/2022 4:35:53 PM,6/29/2022 5:03:23 PM,,
554402050039288,LUPITAS TACOS,Approved,Josiah  Calkins,Josiah Calkins,6/29/2022 4:34:30 PM,6/30/2022 1:38:04 AM,,6/29/2022 4:34:30 PM,6/29/2022 4:44:37 PM,,
,BENS BODY WORKS INC,Received,Andrea DelosSantos,Andrea DelosSantos,6/29/2022 4:34:11 PM,,,6/29/2022 4:34:11 PM,6/29/2022 5:59:36 PM,,
8739297090300362,Gulfarium Marine Adventure Park Snack,Approved,Jessica Volz,Banc Card of America,6/29/2022 4:33:56 PM,6/30/2022 3:35:08 PM,,6/29/2022 4:33:56 PM,6/29/2022 4:37:15 PM,,
,The Llanova Co,Pending,Abby  Rodriguez,Digipay,6/29/2022 4:30:42 PM,,,6/29/2022 4:30:42 PM,6/29/2022 4:56:34 PM,,
,FLOOR COVERINGS INTERNATIONAL - WEST MICHIGAN,Draft,Anthony Bilotti,Anthony Bilotti American 6.19,6/29/2022 4:26:12 PM,,,6/29/2022 4:26:12 PM,,,
8739297090300364,Gulfarium Marine Adventure Park Retail,Approved,Jessica Volz,Banc Card of America,6/29/2022 4:25:19 PM,7/1/2022 10:22:07 AM,,6/29/2022 4:25:19 PM,6/29/2022 4:29:33 PM,,
554402050039494,RIDEWORKS,Approved,Katie Greenman,Katie Greenman,6/29/2022 4:21:36 PM,7/5/2022 9:32:21 AM,,6/29/2022 4:21:36 PM,6/30/2022 9:41:23 AM,,
,ABUNDANT LIVING ORGANIC FOODS,Declined,Genesis Blanco,AMS Inside Sales,6/29/2022 4:03:04 PM,,,6/29/2022 4:03:04 PM,6/30/2022 7:34:24 AM,6/30/2022 11:29:41 AM,
,REFLECTION DETAIL,Pending,Tiffany Kenison,Tiffany Kenison,6/29/2022 3:46:24 PM,,,6/29/2022 3:46:25 PM,6/29/2022 4:51:45 PM,,
554402050039296,CHICKEN HOP,Approved,Dakota Palan-Johnson,Dakota Johnson,6/29/2022 3:45:21 PM,6/30/2022 5:01:45 AM,,6/29/2022 3:45:21 PM,6/29/2022 4:39:48 PM,,
,"GALLAGHER'S TOWING,WRECKER &ROADSIDE ASSISTANCE",Pending,Michel French ,Michel French,6/29/2022 3:43:09 PM,,,6/29/2022 3:43:09 PM,6/29/2022 4:18:59 PM,,
8739297430301941,LOS CUANDOS TIRES SHOP 2,Approved,Jeremy Olson,Jeremy Olson,6/29/2022 3:39:42 PM,6/30/2022 3:45:29 PM,,6/29/2022 3:39:42 PM,6/29/2022 4:29:38 PM,,
,Coyote Flaco,Draft,Mark Bouchard,Mark Bouchard,6/29/2022 3:32:27 PM,,,6/29/2022 3:32:27 PM,,,
,DOCS DINER,Pending,Bobby Ingram,Bobby Ingram,6/29/2022 3:30:12 PM,,,6/29/2022 3:30:12 PM,6/29/2022 5:15:02 PM,,
554402000692129,1 STOP FOOD & LIQUOR,Approved,Ranjeet Gill,Ranjeet Gill - JMS,6/29/2022 3:29:15 PM,6/30/2022 2:19:50 PM,,6/29/2022 3:29:15 PM,6/29/2022 3:49:38 PM,,
,CGG Law Partners,Draft,Christina Shteiwi,Christina Massih,6/29/2022 3:21:22 PM,,,6/29/2022 3:21:22 PM,,,
8739298455300585,Nails World,Approved,Thuyen Nguyen,357- Thuyen Nguyen- 9457,6/29/2022 3:16:28 PM,6/30/2022 12:28:17 PM,,6/29/2022 3:16:28 PM,6/29/2022 3:31:50 PM,,
8739299330302170,THE BOROUGH OF DARBY,Approved,Dawn Kane,Dawn Kane,6/29/2022 3:13:41 PM,6/30/2022 2:46:06 PM,,6/29/2022 3:13:41 PM,6/29/2022 3:52:03 PM,,
,FOOD EXPRESS CAFE,Pending,Julius  Willard2,Julius Willard2,6/29/2022 3:04:43 PM,,,6/29/2022 3:04:43 PM,6/29/2022 4:26:46 PM,,
554402002223865,TRUE BREW SAN JOSE,Approved,Anthony Bilotti,Anthony Bilotti American 6.19,6/29/2022 2:54:10 PM,6/30/2022 10:53:50 AM,,6/29/2022 2:54:10 PM,6/29/2022 3:35:40 PM,,
8739299330302165,WOODY'S TRUCK AND AUTO,Approved,Courtney Kathryn,Courtney Kathryn,6/29/2022 2:53:56 PM,6/29/2022 6:58:58 PM,,6/29/2022 2:53:57 PM,6/29/2022 3:20:15 PM,,
8739296600300096,Tom's Auto Body & Towing Inc.,Approved,Ryan Lockee,Consistent Growth,6/29/2022 2:38:40 PM,6/30/2022 2:53:43 PM,,6/29/2022 2:38:40 PM,6/29/2022 2:54:05 PM,,
,IMAXX GLOBAL SCRUB TUB LLC,Pending,Julius  Willard2,Julius Willard2,6/29/2022 2:34:02 PM,,,6/29/2022 2:34:02 PM,6/29/2022 2:58:50 PM,,
8739296960300782,SOUTH ST SPA & MASSAGE,Approved,Jing Li,Jing Li,6/29/2022 2:17:50 PM,6/30/2022 10:52:37 AM,,6/29/2022 2:17:50 PM,6/29/2022 4:06:51 PM,,
